sku,name,barcode,family_id,family,id_group,group,Esistenza,Scarto,stock_quantity,Esercizio,Listino1,Listino2,Listino3
000000000009704,"WHISKY JACK DANIEL'S SINGLE BARREL CL.70///",5099873088654,9,WHISKY,032,DISTILLATI,"3,000",2,"1,000",2021,"35,98500","39,58500","27,05000"
000000000032915,"LA FEE ABSINTHE CL.70",50033566034009,13,LIQUORI,010,"AMARI E LIQUORI","4,000",2,"2,000",2021,"38,54500","42,40500","28,98000"
000000000033231,"CAMPARI X 100 VAP  XXX///",000000000033231,3,"APERITIVO ALCOLICO",013,APERITIVI,"381,000",2,"379,000",2021,"64,90500","71,40500","60,87000"
000000000033467,"GRAPPA PO' POLI MOSCATO CL.70",8014115000529,5,GRAPPA,032,DISTILLATI,"34,000",2,"32,000",2021,"19,14500","21,06500","14,39200"
000000000234343,"FRANGELICO CL.70 ///",8004160664500,13,LIQUORI,010,"AMARI E LIQUORI","9,000",2,"7,000",2021,"10,72500","11,80500","8,05700"
000000000234404,"RUM HAVANA CLUB 3Y LT. 1 ///",8501110080255,8,RUM,032,DISTILLATI,"410,000",2,"408,000",2021,"14,58500","16,04500","10,96000"
000000000234718,"BOLS BROWN CACAO CL. 70 ///",8716000964984,13,LIQUORI,010,"AMARI E LIQUORI","15,000",2,"13,000",2021,"10,44500","11,49500","6,96000"
000000000234761,"RUM HAVANA CLUB ESPECIAL LT. 1 ///",8501110080903,8,RUM,032,DISTILLATI,"60,000",2,"58,000",2021,"17,04500","18,75500","12,81000"
000000000235736,"CHAMBORD CL. 70 16,5° C/ASTUCCIO",8004027034491,10,AMARO,010,"AMARI E LIQUORI","4,000",2,"2,000",2021,"35,71500","39,29500","26,85000"
000000000240478,"RUM BRUGAL BLANCO ESPECIAL EXTRA DRY LT.1///",7460855253342,8,RUM,032,DISTILLATI,"-4,000",2,"-6,000",2021,"11,92500","13,12500","8,96000"
000000000240589,"WILD TURKEY 101 PROOF CL.70///",8000040500036,9,WHISKY,032,DISTILLATI,"7,000",2,"5,000",2021,"25,70500","28,28500","17,13500"
000000000240699,"WHISKY JACK DANIEL'S CL.70 ///",5099873089798,9,WHISKY,032,DISTILLATI,"1,000",2,"-1,000",2021,"17,82500","19,61500","13,40000"
000000000240708,"CHAMPAGNE RUINART BLANC DE BLANCS CL.150 12.5°",3185370303436,00116,CHAMPAGNE,033,BOLLICINE,"6,000",2,"4,000",2021,"161,64500","177,81500","115,46000"
000000000240753,"WHISKY MACALLAN SIENNA CL.70",5010314101206,9,WHISKY,032,DISTILLATI,"1,000",2,"-1,000",2021,"77,51500","85,27500","51,67000"
000000000241282,"MARTINI BITTER CL.100 ///",8000570006046,3,"APERITIVO ALCOLICO",013,APERITIVI,"153,000",2,"151,000",2021,"9,31500","10,25500","7,45000"
000000000241336,"CHAMPAGNE PERRIER JOUET GRAND BRUT CL.75 12° C/ASTUCCIO XXX",852832105053,00116,CHAMPAGNE,033,BOLLICINE,"5,000",0,"5,000",2021,"35,24500","38,77500","30,24000"
000000000241350,"RUM BALLY PYRAMID 12Y CL. 70",3147699105344,8,RUM,032,DISTILLATI,"8,000",0,"8,000",2021,"71,42500","78,57500","53,70000"
000000000241602,"BIRRA FLEA FEDERICO II GOLDEN ALE CL.75 ///",8056732800014,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"53,000",2,"51,000",2021,"5,53500","6,09500","3,16000"
000000000241604,"BIRRA FLEA BIANCA LANCIA CL.75 ///",8056732800021,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"94,000",2,"92,000",2021,"5,53500","6,09500","3,16000"
000000000241605,"BIRRA FLEA BASTOLA ROSSA CL.33 ///",8056732800045,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"246,000",2,"244,000",2021,"2,45500","2,70500","1,40000"
000000000241606,"BIRRA FLEA COSTANZA CHIARA SPECIALE CL.33 ///",8056732800076,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"331,000",2,"329,000",2021,"2,45500","2,70500","1,40000"
000000000241687,"JACK DANIEL'S JENNESSE HONEY LT.1///",5099873046968,9,WHISKY,032,DISTILLATI,"30,000",2,"28,000",2021,"23,54500","25,90500","17,70000"
000000000241844,"PUNCH RUM JAMAICA LT.1 MOCCIA",8008005021022,4,PUNCH,010,"AMARI E LIQUORI","42,000",2,"40,000",2021,"14,33500","15,77500","9,55000"
000000000241379,"VINO VERDICCHIO LE VELE DOC CL.75 MONCARO",8020605021240,14,"VINO BIANCO",009,VINI,"24,000",2,"22,000",2021,"5,76500","6,34500","4,33000"
000000000241539,"DEGA-NATURERA TOPPING CARAMELLO KG.1",8033011101697,00121,TOPPING,011,SCIROPPI/TOPPING,"10,000",2,"8,000",2021,"6,01500","6,62500","4,52000"
000000000241601,"BIRRA FLEA BASTOLA ROSSA CL.75 ///",8056732800007,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"71,000",2,"69,000",2021,"5,53500","6,09500","3,16000"
000000000241918,"VINO AGLIANICO CONTADO RISERVA R.11 CL.75 13,5° DI MAJO",8011315000069,15,"VINO ROSSO",009,VINI,"0,000",2,"-2,000",2021,"8,78500","9,66500","6,60000"
000000000242035,"AMARO RADIS 0.50 LT",8000440113232,10,AMARO,010,"AMARI E LIQUORI","11,000",2,"9,000",2021,"6,61500","7,28500","4,97000"
000000000242325,"BIRRA DOLOMITI ROSSA DOPPIO MALTO CL.33 PEDAVENA ///",8023400106600,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"451,000",2,"449,000",2021,"1,56500","1,72500","0,88900"
000000000242358,"BOLS CURACAO DRY ORANGE CL. 70 XXXX",8716000964908,13,LIQUORI,010,"AMARI E LIQUORI","15,000",2,"13,000",2021,"10,50500","11,56500","7,00000"
000000000242481,"MARZADRO ANIMA NERA CL.3",8004009002067,5,GRAPPA,032,DISTILLATI,"43,000",2,"41,000",2021,"0,41500","0,46500","0,27000"
000000000239983,"CHAMPAGNE RUINART ROSE' CL.75  12.5° C/ASTUCCIO XXX",3185370303337,00116,CHAMPAGNE,033,BOLLICINE,"3,000",0,"3,000",2021,"63,40500","69,75500","53,40000"
000000000240204,"AMARO GRAN SASSO PAESANI LT.1 ///",8005456000101,10,AMARO,010,"AMARI E LIQUORI","41,000",2,"39,000",2021,"12,64500","13,91500","9,50000"
000000000240409,"RUM OLDMOOR DARK CL.70",80341246,8,RUM,032,DISTILLATI,"2,000",2,"0,000",2021,"7,80500","8,59500","3,85000"
000000000240485,"AMERICAN HONEY CL.70 ///",8000040500241,9,WHISKY,032,DISTILLATI,"10,000",2,"8,000",2021,"14,81500","16,30500","11,13500"
000000000240703,"CHAMPAGNE MOET & CHANDON ROSE' IMPERIAL CL. 75 12° C/ASTUCCIO XXX",3185370061503,00116,CHAMPAGNE,033,BOLLICINE,"0,000",0,"0,000",2021,"39,10500","43,02500","34,10000"
000000000240734,"VINO FURORE ROSSO COSTA D'AMALFI 2020 CL.75 13,5° MARISA CUOMO",8033829280508,15,"VINO ROSSO",009,VINI,"3,000",2,"1,000",2021,"13,57500","14,93500","10,20000"
000000000242328,"BIRRA DOLOMITI SPECIALE CL.75 PEDAVENA",8023400006689,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"96,000",2,"94,000",2021,"4,45500","4,90500","2,54000"
000000000242384,"CAFFE' DEL MARINAIO CL.200",8024158070151,13,LIQUORI,010,"AMARI E LIQUORI","15,000",2,"13,000",2021,"22,83500","25,12500","15,22300"
000000000242811,"RUM LEGENDARIO ELIXIR DE CUBA 7Y CL.70",8500000191026,8,RUM,032,DISTILLATI,"21,000",2,"19,000",2021,"20,00500","21,99500","13,33000"
000000000243004,"GRAPPA AMARONE OF BARRIQUE BONOLLO CENTENNIAL RESERVE CL.70 58,8° C/ASTUCCIO",8000672000515,5,GRAPPA,032,DISTILLATI,"0,000",0,"0,000",2021,"81,47500","89,61500","54,31000"
000000000243079,"RUM LEGENDARIO RON ANEJO 9 Y CL.70",8500000191033,8,RUM,032,DISTILLATI,"17,000",2,"15,000",2021,"23,28500","25,61500","15,52000"
000000000243485,"LIQUORE ALLA LIQUIRIZIA E PEPERONCINO LIK LI 25° CL.70 (FRANCOLI)",8003405005702,13,LIQUORI,010,"AMARI E LIQUORI","26,000",2,"24,000",2021,"13,07500","14,38500","7,46800"
000000000243836,"VINO SPUMANTE BRUT FASHION VICTIM 11°  CL.75 ASTORIA ///",8003905040517,00118,PROSECCO/SPUMANTE,033,BOLLICINE,"584,000",2,"582,000",2021,"4,12500","4,54500","3,10000"
000000000243837,"VINO SPUMANTE ROSE' BRUT FASHION VICTIM 11° CL.75 ASTORIA ///",8003905040746,00118,PROSECCO/SPUMANTE,033,BOLLICINE,"102,000",2,"100,000",2021,"4,12500","4,54500","3,10000"
000000000243870,"GIN CHASE GB WILLIAMS 40° CL.70",5060183131019,11,GIN,032,DISTILLATI,"0,000",0,"0,000",2021,"34,88500","38,37500","23,25000"
000000000243967,"LIQUORE PRINCIPIO ATTIVO 25° CL.70",8003405001001,13,LIQUORI,010,"AMARI E LIQUORI","4,000",0,"4,000",2021,"18,70500","20,58500","12,46000"
000000000244111,"CHAMPAGNE BILLECART-SALMON BRUT RESERVE CL.75 12°XXX",3113941213105,00116,CHAMPAGNE,033,BOLLICINE,"0,000",0,"0,000",2021,"31,80500","34,99500","26,80000"
000000000241585,"THE KING OF SOHO GIN 42° CL.70 ///",5060341581700,11,GIN,032,DISTILLATI,"0,000",0,"0,000",2021,"43,21500","47,54500","28,80900"
000000000241603,"BIRRA FLEA COSTANZA CHIARA SPECIALE  CL.75 ///",8056732800038,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"94,000",2,"92,000",2021,"5,53500","6,09500","3,16000"
000000000241607,"BIRRA FLEA FEDERICO II GOLDEN ALE CL.33 ///",8056732800052,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"85,000",2,"83,000",2021,"2,45500","2,70500","1,40000"
000000000241608,"BIRRA FLEA BIANCA LANCIA CL.33 ///",8056732800069,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"227,000",2,"225,000",2021,"2,45500","2,70500","1,40000"
000000000241780,"BELLAVISTA ALMA CUVEE FRANCIACORTA BRUT S/ASTUCCIO  12.5° CL.75 XXXX///",8032685710020,00119,FRANCIACORTA,033,BOLLICINE,"152,000",0,"152,000",2021,"24,75500","27,23500","18,61200"
000000000241971,"BARBERA D'ASTI CA' DI PIAN '10 CL.75  14° LA SPINETTA",8022252211050,15,"VINO ROSSO",009,VINI,"0,000",0,"0,000",2021,"15,16500","16,68500","11,40000"
000000000244447,"VINO PINOT NERO RED ANGEL 2018 CL.75 13° JERMANN ///",8033324038567,15,"VINO ROSSO",009,VINI,"6,000",0,"6,000",2021,"15,83500","17,42500","11,90000"
000000000244616,"CHAMPAGNE PHILIPPONNAT BRUT CL.75 12° C/ASTUCCIO XXXX",3370896011006,00116,CHAMPAGNE,033,BOLLICINE,"2,000",0,"2,000",2021,"31,57500","34,73500","26,57400"
000000000244719,"GIN OLD TOM HERNO 43° CL.50",7350064520079,11,GIN,032,DISTILLATI,"3,000",0,"3,000",2021,"48,75500","53,63500","32,50000"
000000000244747,"WHISKY CHIVAS REGAL EXTRA 40° CL.70 ///",5000299611104,9,WHISKY,032,DISTILLATI,"9,000",2,"7,000",2021,"28,20500","31,03500","21,20000"
000000000245007,"BIRRA FLEA FEDERICO II EXTRA IPA CL.75 ///",8056732800267,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"0,000",2,"-2,000",2021,"5,53500","6,09500","3,16000"
000000000245552,"FABBRI MARENDRY BITTER 21° CL.70",8001780000534,3,"APERITIVO ALCOLICO",013,APERITIVI,"3,000",2,"1,000",2021,"12,29500","13,53500","8,19200"
000000000245621,"BIRRA CERES BIO PILSNER 4,8° CC. 33 XXXX ///",5741000147979,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"-1,000",2,"-3,000",2021,"1,10500","1,22500","0,82900"
000000000245633,"AMARO IMPORTANTE JEFFERSON 30° CL.70 ///",8011701089623,10,AMARO,010,"AMARI E LIQUORI","3,000",2,"1,000",2021,"27,45500","30,20500","18,30000"
000000000245713,"WHISKY TALISKER SINGLE MALT 10Y CL.70  ///",5000281005416,9,WHISKY,032,DISTILLATI,"10,000",2,"8,000",2021,"30,68500","33,75500","24,54500"
000000000245727,"RUM BRUGAL 1888 40° LT. 0,7 C/ASTUCCIO",7460855230206,8,RUM,032,DISTILLATI,"7,000",2,"5,000",2021,"41,55500","45,71500","27,70000"
000000000245806,"NAPOLEON DILMOOR LT.2 ///",8004180176014,13,LIQUORI,010,"AMARI E LIQUORI","12,000",2,"10,000",2021,"13,97500","15,37500","10,50000"
000000000246360,"WHISKY JOHNNIE WALKER BLUE LABEL ROME EDITION 40° CL.70",5000267166209,9,WHISKY,032,DISTILLATI,"0,000",0,"0,000",2021,"190,28500","209,31500","126,85000"
000000000246506,"FEE BROTHERS 1864 RHUBARB BITTERS 150 ML. ///",791863140650,00115,"BITTER AROMATIZZANTI",013,APERITIVI,"1,000",2,"-1,000",2021,"21,31500","23,45500","14,20500"
000000000246507,"FEE BROTHERS 1864 CELERY BITTERS 150 ML. ///",791863140681,00115,"BITTER AROMATIZZANTI",013,APERITIVI,"1,000",2,"-1,000",2021,"21,23500","23,36500","14,15500"
000000000235803,"BOLS BLU CURACAO CL. 70 ///",8716000965226,13,LIQUORI,010,"AMARI E LIQUORI","29,000",2,"27,000",2021,"10,11500","11,13500","6,74000"
000000000235884,"RUM PAMPERO ORO CL. 70 ///",5010103923422,8,RUM,032,DISTILLATI,"6,000",2,"4,000",2021,"18,53500","20,38500","13,93000"
000000000236071,"BOLS CREMA CACAO BIANCA CL. 70 XXXXX ///",8716000964960,13,LIQUORI,010,"AMARI E LIQUORI","16,000",2,"14,000",2021,"10,35500","11,39500","6,90000"
000000000236658,"MARSALA FINE I.P. LILIBEO",8000376008503,13,LIQUORI,010,"AMARI E LIQUORI","14,000",2,"12,000",2021,"5,33500","5,87500","3,55000"
000000000236781,"CREOLA BELLINI CL.50",8007525102006,13,LIQUORI,010,"AMARI E LIQUORI","11,000",2,"9,000",2021,"3,91500","4,31500","2,93600"
000000000238102,"GENZIANA EVANGELISTA CL. 100",8008255141532,13,LIQUORI,010,"AMARI E LIQUORI","241,000",2,"239,000",2021,"10,85500","11,94500","8,15500"
000000000238353,"AMARO RAMAZZOTTI LT.1 ///",8006550302016,10,AMARO,010,"AMARI E LIQUORI","30,000",2,"28,000",2021,"14,68500","16,15500","11,03800"
000000000238370,"VINO ROSSO CIVITAS LT.1 COLONNELLA",8010702000521,15,"VINO ROSSO",009,VINI,"68,000",2,"66,000",2021,"1,57500","1,73500","1,18000"
000000000238683,"AMARO BRAULIO CL.100 ///",8007010000503,10,AMARO,010,"AMARI E LIQUORI","8,000",2,"6,000",2021,"15,91500","17,51500","11,96200"
000000000238802,"MARZADRO MELI' VERDE CL.70 ///",80277613,13,LIQUORI,010,"AMARI E LIQUORI","9,000",2,"7,000",2021,"12,16500","13,38500","9,14500"
000000000247016,"CANTINE DI SORBARA SPUMANTE PIGNOLETTO DOP CL.75 ///",8028338468042,00118,PROSECCO/SPUMANTE,033,BOLLICINE,"2,000",2,"0,000",2021,"2,82500","3,11500","2,12400"
000000000247018,"VINO PIGNOLETTO DOCG SUPERIORE CL.75 CANTINE DI SORBARA  ///",8028338990567,00120,"VINO SPUMANTIZZATO",009,VINI,"210,000",2,"208,000",2021,"4,38500","4,82500","2,50200"
000000000247019,"VINO ROSSO BOLOGNA DOC CL.75 CANTINE DI SORBARA  ///",8028338468875,15,"VINO ROSSO",009,VINI,"230,000",2,"228,000",2021,"4,41500","4,86500","2,52000"
000000000247160,"BIRRA CHRYSOPOLIS 2015 CL.33 DUCATO",8033695263179,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"10,000",2,"8,000",2021,"6,40500","7,05500","3,65800"
000000000247212,"RUM VARADERO SILVER DRY 38° LT.1",8500000007792,8,RUM,032,DISTILLATI,"0,000",2,"-2,000",2021,"10,67500","11,74500","8,01900"
000000000247607,"BERTA AMARO D'ERBE IL 28 DI VIA SAN NICOLAO CL.70 C/ASTUCCIO",8033028701767,10,AMARO,010,"AMARI E LIQUORI","4,000",2,"2,000",2021,"23,31500","25,65500","15,54000"
000000000247699,"WHISKY LAPHROAIG SELECT CL.70",5010019637604,9,WHISKY,032,DISTILLATI,"8,000",2,"6,000",2021,"26,33500","28,97500","21,06400"
000000000242669,"FABBRI TOPPING ARANCIA GR.950 ///",8001780530277,00121,TOPPING,011,SCIROPPI/TOPPING,"3,000",2,"1,000",2021,"7,84500","8,61500","5,22000"
000000000242751,"RUM SAILOR JERRY CL.70",5010327405223,8,RUM,032,DISTILLATI,"0,000",2,"-2,000",2021,"13,51500","14,87500","10,16000"
000000000242824,"GRAPPA FRATTINA FUMO DI ROVERE CL.70 ///",8000400015569,5,GRAPPA,032,DISTILLATI,"26,000",2,"24,000",2021,"12,58500","13,84500","9,45800"
000000000242883,"DE KUYPER TRIPLE SEC CL.70",871062552703,13,LIQUORI,010,"AMARI E LIQUORI","54,000",2,"52,000",2021,"12,14500","13,36500","8,09500"
000000000239249,"CHAMPAGNE BELLE EPOQUE CL.75 PERRIER JOUET",3113880104212,00116,CHAMPAGNE,033,BOLLICINE,"7,000",2,"5,000",2021,"137,24500","150,97500","91,49400"
000000000239486,"ALCHERMES BELLINI/DILMOR CL.70",8007225002002,13,LIQUORI,010,"AMARI E LIQUORI","0,000",2,"-2,000",2021,"4,12500","4,54500","3,10000"
000000000239487,"GENZIANA EVANGELISTA CL. 150",8008255141549,13,LIQUORI,010,"AMARI E LIQUORI","107,000",2,"105,000",2021,"15,43500","16,98500","11,59900"
000000000239604,"PUNCH KINGSTON CL.100 EVANGELISTA",8008255193333,4,PUNCH,010,"AMARI E LIQUORI","39,000",2,"37,000",2021,"12,51500","13,77500","8,34000"
000000000239664,"VINO FALERIO DOC  CL.75 LACANOSAXXXX ///",8033286670089,14,"VINO BIANCO",009,VINI,"123,000",2,"121,000",2021,"3,46500","3,81500","2,60000"
000000000240236,"ROSSO ANTICO LT.1 ///",8000060410155,13,LIQUORI,010,"AMARI E LIQUORI","0,000",2,"-2,000",2021,"15,69500","17,27500","11,80000"
000000000240394,"MARZADRO LIQUORE MOLTO FICO CL.70",80344186,13,LIQUORI,010,"AMARI E LIQUORI","2,000",2,"0,000",2021,"11,97500","13,17500","7,97640"
000000000247898,"AMARO JAGERMEISTER MANIFEST LT. 1 ///",4067700019431,10,AMARO,010,"AMARI E LIQUORI","9,000",0,"9,000",2021,"39,43500","43,38500","29,64400"
000000000243766,"MARASCHINO LUXARDO 32° CL.70",8000353006157,13,LIQUORI,010,"AMARI E LIQUORI","15,000",2,"13,000",2021,"16,73500","18,41500","11,15000"
000000000243810,"DE KUYPER CREMA CACAO CL. 70 ///",8710625508912,13,LIQUORI,010,"AMARI E LIQUORI","2,000",2,"0,000",2021,"9,84500","10,82500","6,55000"
000000000243920,"LIQUORE DI PINO MUGO 35° CL.70 ///",8011701089364,13,LIQUORI,010,"AMARI E LIQUORI","9,000",0,"9,000",2021,"17,74500","19,50500","11,82000"
000000000248463,"MARZADRO INFUSIONE FIENO 40° CL.70",8004009003019,13,LIQUORI,010,"AMARI E LIQUORI","6,000",0,"6,000",2021,"24,97500","27,47500","16,64300"
000000000249144,"WHISKY JOHNNIE WALKER GHOST PORT ELLEN CL.70",5000267171852,9,WHISKY,032,DISTILLATI,"0,000",0,"0,000",2021,"333,23500","366,56500","222,15000"
000000000249338,"WHISKY JAMESON CASKMATES CL.70 IPA EDITION ///",5011007025960,9,WHISKY,032,DISTILLATI,"5,000",2,"3,000",2021,"20,30500","22,34500","13,53000"
000000000249339,"SAMBUCA RAMAZZOTTI 38° LT.1",8006550317294,13,LIQUORI,010,"AMARI E LIQUORI","5,000",2,"3,000",2021,"20,07500","22,08500","13,38200"
000000000242569,"BOLS CREMA CASSIS CL.70 ///",8716000964922,13,LIQUORI,010,"AMARI E LIQUORI","9,000",2,"7,000",2021,"9,75500","10,73500","6,50000"
000000000250343,"WHISKY PITTYVAICH 29Y SPECIAL RELEASE 2019 C/AST.",5000281059280,9,WHISKY,032,DISTILLATI,"1,000",0,"1,000",2021,"365,82500","402,41500","243,88000"
000000000250847,"CHAMPAGNE VEUVE CLICQUOT VINTAGE 2012 CL.75 C/ASTUCCIO",3049614187360,00116,CHAMPAGNE,033,BOLLICINE,"3,000",0,"3,000",2021,"70,75500","77,83500","50,53800"
000000000250849,"CHAMPAGNE MOET & CHANDON ROSE' IMPERIAL LIMITED EDITION CL. 75 12° C/ASTUCCIO XXX",3185370691588,00116,CHAMPAGNE,033,BOLLICINE,"8,000",0,"8,000",2021,"55,66500","61,23500","39,75800"
000000000250854,"CHAMPAGNE RUINART ROSE' CL.75 12,5° C/ASTUCCIO JACKET TERMICO",3185370712016,00116,CHAMPAGNE,033,BOLLICINE,"3,000",0,"3,000",2021,"77,12500","84,84500","55,08800"
000000000251012,"RUM JAMAICA APPLETON ESTATE 1995 63° HEARTS COLLECTION CL.70 C/ASTUCCIO",8000207029752,8,RUM,032,DISTILLATI,"1,000",0,"1,000",2021,"201,93500","222,13500","134,62000"
000000000240701,"CHAMPAGNE VEUVE CLICQUOT MAGNUM LT.1,5 C/ASTUCCIO XXX",3049614084102,00116,CHAMPAGNE,033,BOLLICINE,"9,000",2,"7,000",2021,"105,00500","115,51500","75,00000"
000000000240702,"CHAMPAGNE VEUVE CLICQUOT LA GRANDE DAME CL.75 C/ASTUCCIO",3049614127519,00116,CHAMPAGNE,033,BOLLICINE,"2,000",0,"2,000",2021,"131,16500","144,28500","87,44000"
000000000240707,"CHAMPAGNE RUINART DE RUINART CL.150 C/ASTUCCIO",3185370288641,00116,CHAMPAGNE,033,BOLLICINE,"3,000",0,"3,000",2021,"124,29500","136,73500","88,78000"
000000000240800,"GRAPPA VITE D'ORO BARRIQUE CL.70 BEPI TOSOLINI",8009440004007,5,GRAPPA,032,DISTILLATI,"2,000",2,"0,000",2021,"19,42500","21,36500","9,70500"
000000000241119,"FERRARI MAXIMUM BRUT CL.75  (C/ASTUCCIO) ///",,00117,"TRENTO DOC",033,BOLLICINE,"-2,000",0,"-2,000",2021,"16,82500","18,51500","12,64500"
000000000241436,"LIQUORE ALLA LIQUIRIZIA LIQUORICE CAFFO CL.50",8004499500593,13,LIQUORI,010,"AMARI E LIQUORI","13,000",2,"11,000",2021,"11,69500","12,86500","8,79000"
000000000241481,"FERRARI PERLE' ROSE' CL.150 C/ASTUCCIO XXX",8007355012865,00117,"TRENTO DOC",033,BOLLICINE,"0,000",0,"0,000",2021,"69,00500","75,91500","44,32000"
000000000244208,"BIRRA ST. STEFANUS 7° CL.33",5411663060020,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"26,000",2,"24,000",2021,"2,33500","2,57500","1,55000"
000000000244733,"WHISKY LAGAVULIN CL.70 8Y ///",5000281045160,9,WHISKY,032,DISTILLATI,"2,000",2,"0,000",2021,"56,36500","61,99500","37,57000"
000000000245008,"BIRRA FLEA ISABELLA GLUTEN FREE 4,9° CL.33 ///",8056732800335,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"39,000",2,"37,000",2021,"2,45500","2,70500","1,40000"
000000000245459,"GIN LONDON DRY BLOOM 40° CL.70 ///",5010296169249,11,GIN,032,DISTILLATI,"1,000",0,"1,000",2021,"26,43500","29,08500","17,62000"
000000000251302,"WHISKY HIGHLAND PARK CL.5 18Y",5010314026608,9,WHISKY,032,DISTILLATI,"0,000",0,"0,000",2021,"15,35500","16,89500","10,23000"
000000000251344,"WHISKY BULLEIT BOURBON 45° CL.70",082000789611,9,WHISKY,032,DISTILLATI,"0,000",0,"0,000",2021,"18,99500","20,90500","12,66000"
000000000251442,"WHISKY TRIPLE CASK IRISH BUSKER 80 PROOF 40° CL.70",8001110596034,9,WHISKY,032,DISTILLATI,"3,000",2,"1,000",2021,"17,10500","18,82500","11,40200"
000000000251566,"BIRRA FLEA IMPERIAL RED ALE SUPERNOVA LATTINA CL.33 ///",8056732800922,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"169,000",0,"169,000",2021,"2,45500","2,70500","1,40000"
000000000251690,"GIN THE ILLUSIONIST 45° CL.50",4260642250010,11,GIN,032,DISTILLATI,"57,000",0,"57,000",2021,"33,40500","36,75500","25,11000"
000000000251691,"MARZADRO GRAPPA FORTE TERODELGO E MARZEMINO CL.70 50°",8004009004917,5,GRAPPA,032,DISTILLATI,"2,000",0,"2,000",2021,"20,75500","22,83500","15,59800"
000000000251727,"VINO MONTEFALCO ROSSO 2018 CL.75 14,5° ARNALDO CAPRAI",8019787014867,15,"VINO ROSSO",009,VINI,"7,000",2,"5,000",2021,"8,65500","9,52500","6,50000"
000000000251732,"BIRRA ALHAMBRA RESERVA ROJA/ROSSA 7,2° CL.33",8413681305746,18,"BIRRA SPECIALE/ARTIGIANALE",014,BIRRE,"315,000",2,"313,000",2021,"1,26500","1,39500","0,84100"
000000000251797,"VINO MARZEMINO TRENTINO 2018 CL.75 13,5° BATTISTOTTI",8003034340243,15,"VINO ROSSO",009,VINI,"3,000",2,"1,000",2021,"10,91500","12,01500","8,20000"
000000000251804,"VINO CIVITELLA D'AGLIANO IGT GRECHETTO 2019 CL.75 14° POGGIO DELLA COSTA",8020359003448,14,"VINO BIANCO",009,VINI,"4,000",2,"2,000",2021,"13,30500","14,64500","10,00000"
000000000251815,"DE KUYPER APRICOT BRANDY CL. 70 ///",8710625402708,13,LIQUORI,010,"AMARI E LIQUORI","3,000",2,"1,000",2021,"9,89500","10,89500","6,59200"
000000000251838,"VINO VERDICCHIO DI MATELICA BRUT CUVEE NADIR 12,5° CL.75 BELISARIO",8007182000363,00118,PROSECCO/SPUMANTE,009,VINI,"32,000",0,"32,000",2021,"4,66500","5,13500","3,50000"
000000000251843,"VINO CHARDONNAY VIE DI ROMANS 2019 CL.75 14° VIE DI ROMANS",8032625753636,14,"VINO BIANCO",009,VINI,"18,000",0,"18,000",2021,"19,10500","21,02500","14,36200"
000000000251906,"LUCANO CORDIAL CAFE' 26° LT.1",8005240972959,10,AMARO,010,"AMARI E LIQUORI","4,000",2,"2,000",2021,"15,26500","16,79500","10,17000"
000000000251913,"RUM DON PAPA SMALL BATCH MT.KANLAON METALLICO CL.70 40° C/ASTUCCIO ///",4809015157114,8,RUM,032,DISTILLATI,"6,000",0,"6,000",2021,"37,97500","41,77500","25,31000"
000000000251915,"L'AMARO DIGESTIVO RUPES 28° CL.70",8001982021146,10,AMARO,010,"AMARI E LIQUORI","9,000",2,"7,000",2021,"19,17500","21,09500","12,78000"
000000000251977,"WILD TURKEY LONGBRANCH CL.70 43°///",0721059003087,9,WHISKY,032,DISTILLATI,"5,000",0,"5,000",2021,"33,17500","36,49500","22,11600"
000000000251978,"VINO ROSATO COSTA D'AMALFI 2019 CL.75 13,5 MARISA CUOMO",8033829280362,97,"VINO ROSATO",009,VINI,"3,000",2,"1,000",2021,"12,10500","13,32500","9,10000"
000000000251987,"VINO MALVASIA ISTRIANA DOC 2020 CL.75 12° PITARS ///",8032927221185,14,"VINO BIANCO",009,VINI,"30,000",2,"28,000",2021,"5,69500","6,27500","3,25000"
000000000252024,"VINO FALERIO PECORINO BIOLOGICO 2019 CL.75 13° SILVESTRONI",8011822008725,14,"VINO BIANCO",009,VINI,"25,000",2,"23,000",2021,"7,16500","7,88500","4,09100"
